,#AUTHID,STATUS,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY
5219,c85845b82e705a32f674757d8912df23,was enjoying my morning shower until one of those stupid saints remixes came on the radio im all for that kind of thing when actually go to games but im sick of hearing it in regular rotation on the radio,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,01/24/10 02:43 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5220,c85845b82e705a32f674757d8912df23,bit meanbut damn funny sarchasm the gulf between the author of sarcastic wit and the person who doesnt get it,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,01/25/10 08:08 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5221,c85845b82e705a32f674757d8912df23,is watching movie,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,01/16/10 06:32 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5222,c85845b82e705a32f674757d8912df23,just finished playing wii fit plus and burned an ice cream cone worth of calories now its ok for me to eat an ice cream right kidding,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,01/13/10 10:06 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5223,c85845b82e705a32f674757d8912df23,accidentally clicked the wrong button on page sorry for sending that farmville thing to everyone,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,02/03/10 03:49 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5224,c85845b82e705a32f674757d8912df23,the feminine version of the name propname meaning the woman basically never printed on magnets mugs or other souvenir paraphernalia often mistaken for propname propname propname propname or propname my name is propname not propname dammit urbandictionarycom type in your first name copy and paste the first entry,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,02/03/10 02:06 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5225,c85845b82e705a32f674757d8912df23,is off to bed and hoping not to be woken up by things flapping and crashing from the crazy wind outside on the up side its going to be in the range for the next week,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,01/16/10 07:32 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5226,c85845b82e705a32f674757d8912df23,feels bad for my sick boyfriend know he feels really crappy cause hes sitting still and not playing videogames,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,02/02/10 02:05 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5227,c85845b82e705a32f674757d8912df23,thinks it might be time for nap,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,01/30/10 08:25 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5228,c85845b82e705a32f674757d8912df23,is off to work out dont want to but its been days,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,01/25/10 11:52 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5229,c85845b82e705a32f674757d8912df23,doesnt think the changes to facebook were really needed but honestly im more annoyed with all the complaints ive seen about it you get it for free so if that means every once in while you have to deal with new layout welldeal with it,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,02/09/10 03:50 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5230,c85845b82e705a32f674757d8912df23,starting to make some delicious snacks to enjoy while watching the superbowl later,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,02/07/10 07:20 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5231,c85845b82e705a32f674757d8912df23,is home from the lockport mardi gras parade and is ready for nap,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,02/13/10 11:47 PM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5232,c85845b82e705a32f674757d8912df23,really wishes that my old doctors office would learn how to do math dont appreciate getting rather large bills for amounts that bsbc and have already paid oh and thanks for putting it in the day slot so get to stress about further stupidity on your part resulting in bad outcome for me,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,10/14/09 12:43 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5233,c85845b82e705a32f674757d8912df23,wonders how sick bon jovi is of singing this song,2.25,2.75,4.5,4.25,2.5,0,0,1,1,0,02/01/10 03:15 AM,300.0,43159.0,96.88,0.02,43968.0,0.49,0.07
5234,d39c2b0fb2e50e37795fdbe3b8cd3792,likes the new spartan football promo video im exited for football season,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,06/25/09 02:42 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5235,d39c2b0fb2e50e37795fdbe3b8cd3792,no more than pages is my new favorite phrase,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,07/05/09 11:50 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5236,d39c2b0fb2e50e37795fdbe3b8cd3792,one page left then editing and hours till the paper is due score,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,07/13/09 01:32 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5237,d39c2b0fb2e50e37795fdbe3b8cd3792,is sad that tetris is not working,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,06/28/09 04:55 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5238,d39c2b0fb2e50e37795fdbe3b8cd3792,is in desperate need of social life,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,07/17/09 03:28 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5239,d39c2b0fb2e50e37795fdbe3b8cd3792,hates writing papers,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,07/12/09 12:25 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5240,d39c2b0fb2e50e37795fdbe3b8cd3792,hmmmi uninstalled tiny program and now can do internet and symantec works oh well maybe my computer is not dying after all,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,07/09/09 10:07 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5241,d39c2b0fb2e50e37795fdbe3b8cd3792,is on kiawah island having an amazing vacation with her favorite person,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/03/09 02:23 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5242,d39c2b0fb2e50e37795fdbe3b8cd3792,papers done now time for the very last edits and readthrough by mommy,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,07/13/09 04:52 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5243,d39c2b0fb2e50e37795fdbe3b8cd3792,yay band camp cant wait for friday,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,07/28/09 02:19 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5244,d39c2b0fb2e50e37795fdbe3b8cd3792,is frustrated and displeased with the way that the next few weeks are shaping up mailmsuedu doesnt make the situation any better im sending complaint,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/11/09 02:50 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5245,d39c2b0fb2e50e37795fdbe3b8cd3792,thinks it would be nice to have car,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/21/09 05:36 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5246,d39c2b0fb2e50e37795fdbe3b8cd3792,is back in mi,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,06/15/09 07:41 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5247,d39c2b0fb2e50e37795fdbe3b8cd3792,is home in the oc,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,06/19/09 02:39 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5248,d39c2b0fb2e50e37795fdbe3b8cd3792,is way too excited for new moon,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/01/09 10:35 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5249,d39c2b0fb2e50e37795fdbe3b8cd3792,somehow has to bs pages of scientific paper about frustratingly inconclusive field project and have sources to cite about it fml,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,07/05/09 08:54 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5250,d39c2b0fb2e50e37795fdbe3b8cd3792,is le tired,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/01/09 02:27 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5251,d39c2b0fb2e50e37795fdbe3b8cd3792,misses everyone in el cant wait for preseason,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,07/26/09 06:52 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5252,d39c2b0fb2e50e37795fdbe3b8cd3792,thinks there should be more time in the day and that mailmsuedu is stupidly slow,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/10/09 01:47 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5253,d39c2b0fb2e50e37795fdbe3b8cd3792,is so excited for freshman dress,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/30/09 09:39 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5254,d39c2b0fb2e50e37795fdbe3b8cd3792,one more week of summer please,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/23/09 05:29 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5255,d39c2b0fb2e50e37795fdbe3b8cd3792,yay clean laundry,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/11/09 02:25 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5256,d39c2b0fb2e50e37795fdbe3b8cd3792,is excited for gameday tomorrow go state,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/04/09 10:48 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5257,d39c2b0fb2e50e37795fdbe3b8cd3792,toga toga toga,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/12/09 10:56 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5258,d39c2b0fb2e50e37795fdbe3b8cd3792,is weeks in and already tired of reading,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/15/09 06:57 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5259,d39c2b0fb2e50e37795fdbe3b8cd3792,is mostly unpacked and moved in,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/17/09 06:18 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5260,d39c2b0fb2e50e37795fdbe3b8cd3792,is home and not ready to be back in the real world yet,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/09/09 06:38 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5261,d39c2b0fb2e50e37795fdbe3b8cd3792,go state beat the badgers,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/26/09 04:03 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5262,d39c2b0fb2e50e37795fdbe3b8cd3792,loves the smb,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/30/09 02:35 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5263,d39c2b0fb2e50e37795fdbe3b8cd3792,is still waiting for mailmsuedu but is so excited to move into her new apartment on sunday,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/13/09 12:57 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5264,d39c2b0fb2e50e37795fdbe3b8cd3792,needs another weekend,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/28/09 02:30 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5265,d39c2b0fb2e50e37795fdbe3b8cd3792,back in el call me,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/19/09 08:13 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5266,d39c2b0fb2e50e37795fdbe3b8cd3792,thinks the best thing to ever happen to hot chocolate is propnames special dark cocoa powder,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/06/09 07:17 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5267,d39c2b0fb2e50e37795fdbe3b8cd3792,is moving to her new apartment in el,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/16/09 02:18 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5268,d39c2b0fb2e50e37795fdbe3b8cd3792,had great weekend but is not ready for classes tomorrow,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/08/09 01:47 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5269,d39c2b0fb2e50e37795fdbe3b8cd3792,finally has finished her paper still needs to be edited but at least its done,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/11/09 09:10 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5270,d39c2b0fb2e50e37795fdbe3b8cd3792,cant wait for later tonight,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/23/09 12:23 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5271,d39c2b0fb2e50e37795fdbe3b8cd3792,has long day but fun night ahead of her,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/23/09 11:55 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5272,d39c2b0fb2e50e37795fdbe3b8cd3792,tired tired tired but come on out to the dance party at sparty watch tonight,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/01/09 07:55 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5273,d39c2b0fb2e50e37795fdbe3b8cd3792,needs to find someone to live with next year,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/06/09 11:01 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5274,d39c2b0fb2e50e37795fdbe3b8cd3792,so apathetic,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/13/09 07:16 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5275,d39c2b0fb2e50e37795fdbe3b8cd3792,is excited for weekend on lake with friends,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/05/09 10:11 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5276,d39c2b0fb2e50e37795fdbe3b8cd3792,needs to find good place for nap,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/25/09 03:20 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5277,d39c2b0fb2e50e37795fdbe3b8cd3792,midnight madness and then few hours of sleep before spartan football,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/17/09 01:28 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5278,d39c2b0fb2e50e37795fdbe3b8cd3792,go state beat the wildcats,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/17/09 05:21 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5279,d39c2b0fb2e50e37795fdbe3b8cd3792,best way to relax after crazy morning blanket and chopin,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/21/09 03:25 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5280,d39c2b0fb2e50e37795fdbe3b8cd3792,had good weekend and is now tired,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/26/09 03:23 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5281,d39c2b0fb2e50e37795fdbe3b8cd3792,loves bid night,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/19/09 02:41 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5282,d39c2b0fb2e50e37795fdbe3b8cd3792,doesnt want to write her paper,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/09/09 03:07 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5283,d39c2b0fb2e50e37795fdbe3b8cd3792,blah blah blahblah blah blah blah,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/13/09 03:46 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5284,d39c2b0fb2e50e37795fdbe3b8cd3792,came out to campus to study and forgot headphones how am supposed to memorize music without headphones,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/04/09 03:37 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5285,d39c2b0fb2e50e37795fdbe3b8cd3792,procrastination will get me in trouble one of these days,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/02/09 04:47 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5286,d39c2b0fb2e50e37795fdbe3b8cd3792,spartan spooktacular kickoff against the gofers and then halloween,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/31/09 04:55 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5287,d39c2b0fb2e50e37795fdbe3b8cd3792,bored bored borednot ready for thursday dont have tunes memorized,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/15/09 04:12 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5288,d39c2b0fb2e50e37795fdbe3b8cd3792,drunk msu fans when was biking home after the game oh band fag coming through dont like to swear but had to bite my tongue to keep from either flicking them off or just simply saying fuck you,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/07/09 11:25 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5289,d39c2b0fb2e50e37795fdbe3b8cd3792,today saw an old woman walking across the bridge by sparty she was wearing bright aqua colored shirt right behind her was college guy wearing tshirt of the exact same hue it made me smile,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/10/09 02:28 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5290,d39c2b0fb2e50e37795fdbe3b8cd3792,just has to get to wednesday at pm then im home free,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/09/09 04:47 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5291,d39c2b0fb2e50e37795fdbe3b8cd3792,was named very appropriately propname means industriouslabor,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/23/09 09:52 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5292,d39c2b0fb2e50e37795fdbe3b8cd3792,auto tune the news the best way to waste time,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/21/09 01:36 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5293,d39c2b0fb2e50e37795fdbe3b8cd3792,thinks conscientious is should be spelled more phonetically maybe like conchienchousp,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/20/09 02:18 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5294,d39c2b0fb2e50e37795fdbe3b8cd3792,is confused by the two different kinds of news feed,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,10/25/09 11:19 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5295,d39c2b0fb2e50e37795fdbe3b8cd3792,is not sure she wants to be done yet go state beat the lions love my senior buddies and hope everyones ready for sobfest,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/21/09 04:13 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5296,d39c2b0fb2e50e37795fdbe3b8cd3792,would like to have more than hours in day,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/23/09 05:48 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5297,d39c2b0fb2e50e37795fdbe3b8cd3792,go state beat the lions,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/21/09 11:51 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5298,d39c2b0fb2e50e37795fdbe3b8cd3792,loves group projects especially when do of the work awesome not,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/02/09 06:29 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5299,d39c2b0fb2e50e37795fdbe3b8cd3792,thinks she may have to walk to class in the morning but still loves snow,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/09/09 06:01 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5300,d39c2b0fb2e50e37795fdbe3b8cd3792,just found the perfect internship free housing food stipend working in zoo for hours week getting first hand look at all the veterinary stuff that hope to be doing in few years hope get in,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/03/09 02:21 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5301,d39c2b0fb2e50e37795fdbe3b8cd3792,hates writing papers dont know how english majors do it,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/09/09 02:52 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5302,d39c2b0fb2e50e37795fdbe3b8cd3792,has had an amazing yet utterly unproductive weekend,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/06/09 04:28 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5303,d39c2b0fb2e50e37795fdbe3b8cd3792,just realized how many projectspapers are due in the next weeks eek,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/16/09 03:44 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5304,d39c2b0fb2e50e37795fdbe3b8cd3792,just doesnt feel like working how about sleep,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/02/09 08:37 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5305,d39c2b0fb2e50e37795fdbe3b8cd3792,has great night planned state of concert and then fun night with her favorite old roomie,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/04/09 11:55 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5306,d39c2b0fb2e50e37795fdbe3b8cd3792,one more final left and then im done,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/15/09 05:52 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5307,d39c2b0fb2e50e37795fdbe3b8cd3792,is done with writing her paper now just have to edit it and start studying for finals,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/13/09 04:24 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5308,d39c2b0fb2e50e37795fdbe3b8cd3792,tengo un gato if you know anyone who lives in berrytree and has black cat that is missing have her,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/02/09 12:53 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5309,d39c2b0fb2e50e37795fdbe3b8cd3792,pages donethis thing needs to be,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/12/09 08:09 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5310,d39c2b0fb2e50e37795fdbe3b8cd3792,girl eeew its all blue and jiggly girl cant get it out heard this today in the propname cafeteria relating to jello,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/16/09 06:36 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5311,d39c2b0fb2e50e37795fdbe3b8cd3792,hopes that this evolution final goes as well as that tetris game did too,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/16/09 03:38 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5312,d39c2b0fb2e50e37795fdbe3b8cd3792,kinda hopes that her finals go as well as that game of tetris just did,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/15/09 05:17 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5313,d39c2b0fb2e50e37795fdbe3b8cd3792,is home in oc,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/20/09 05:27 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5314,d39c2b0fb2e50e37795fdbe3b8cd3792,sent the kitty home it was kinda fun to have kitty cat for day,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,11/02/09 11:49 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5315,d39c2b0fb2e50e37795fdbe3b8cd3792,cookie dough glee packing to go home great afternoon,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/18/09 08:56 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5316,d39c2b0fb2e50e37795fdbe3b8cd3792,shindig at my house at call for directions,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/20/09 10:45 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5317,d39c2b0fb2e50e37795fdbe3b8cd3792,wishes everyone very merry christmas propname,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/24/09 07:11 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5318,d39c2b0fb2e50e37795fdbe3b8cd3792,bookfaced hacked muahahahahaha,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/20/09 05:49 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5319,d39c2b0fb2e50e37795fdbe3b8cd3792,cant wait to go to texas,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/31/09 01:17 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5320,d39c2b0fb2e50e37795fdbe3b8cd3792,doesnt want to study anymore,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,02/22/10 11:13 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5321,d39c2b0fb2e50e37795fdbe3b8cd3792,loves having her language preference as english pirate arrrrggg matey,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/07/09 05:48 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5322,d39c2b0fb2e50e37795fdbe3b8cd3792,going to chicago,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,08/18/09 01:42 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5323,d39c2b0fb2e50e37795fdbe3b8cd3792,loves snow,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/04/09 06:51 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5324,d39c2b0fb2e50e37795fdbe3b8cd3792,thinks her mondays wednesdays and fridays this semester are going to be awesome environmental physiology seems like great class,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,01/11/10 06:41 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5325,d39c2b0fb2e50e37795fdbe3b8cd3792,has some pretty mighty senioritis and apathy right now but bought class ring today,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,01/13/10 03:52 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5326,d39c2b0fb2e50e37795fdbe3b8cd3792,is back in el but not ready to start classes yet,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,01/10/10 10:47 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5327,d39c2b0fb2e50e37795fdbe3b8cd3792,cant wait for today to be over then ill have an application mailed and be off to texas,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,12/30/09 07:35 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5328,d39c2b0fb2e50e37795fdbe3b8cd3792,now has pierced ears but cant swim for months sounds like im going to get to know the treadmill really well,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,01/21/10 02:48 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5329,d39c2b0fb2e50e37795fdbe3b8cd3792,just got the best internship ever ill be spending weeks this summer shadowing and learning from zoo vets at the seneca zoo in rochester ny,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,01/15/10 01:00 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5330,d39c2b0fb2e50e37795fdbe3b8cd3792,dinner with propname and then im finally getting my ears pierced,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,01/20/10 09:49 PM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
5331,d39c2b0fb2e50e37795fdbe3b8cd3792,go state beat the bobcats,3.75,2.0,5.0,4.25,4.5,1,0,1,1,1,09/05/09 10:08 AM,775.0,290973.0,97.27,0.01,296174.0,0.5,0.08
